Fateman,Richard J.,CS282 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,0,1,2,1,1
Sequin,Carlo H.,CS285 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,0,0,0,1,5
Goldberg,Ken,CS287 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,3,2,0,4,1
Wilensky,Robert,CS288 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,0,3,5,3,2
Graham,Susan L.,CS294 Spring 2002 Section 1,Rate the overall teaching effectiveness of this instructor,0,0,0,1,3,8,1
Karp,Richard M.,CS294 Spring 2002 Section 2,Rate the overall teaching effectiveness of this instructor,0,0,0,0,2,8,8
Katz,Randy H.,CS294 Spring 2002 Section 3,Rate the overall teaching effectiveness of this instructor,0,0,0,0,1,5,6
Mankoff,Jennifer,CS294 Spring 2002 Section 4,Rate the overall teaching effectiveness of this instructor,0,0,0,1,7,1,0
Wagner,David,CS294 Spring 2002 Section 5,Rate the overall teaching effectiveness of this instructor,0,0,0,0,2,5,3
Horn,Berthold,CS294 Spring 2002 Section 6,Rate the overall teaching effectiveness of this instructor,0,0,0,1,1,3,0
Dey,Anind,CS294 Spring 2002 Section 7,Rate the overall teaching effectiveness of this instructor,0,0,0,2,3,2,2
Garcia,Dan,CS301 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,0,0,1,8,10
Clancy,Michael J.,CS302 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,0,0,0,1,1
Barsky,Brian,CS39J Spring 2002,Rate the overall teaching effectiveness of this instructor,0,1,3,3,4,2,1
Harvey,Brian K.,CS3 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,4,9,23,15,9
Garcia,Dan,CS61A Spring 2002,Rate the overall teaching effectiveness of this instructor,0,2,3,13,19,47,27
Shewchuk,Jonathan,CS61B Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,0,3,12,46,51
Clancy,Michael J.,CS61C Spring 2002,Rate the overall teaching effectiveness of this instructor,3,8,13,27,33,17,5
Vazirani,Umesh,CS70 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,1,3,3,11,14
Shirachi,Douglas,EE100 Spring 2002,Rate the overall teaching effectiveness of this instructor,25,27,22,18,8,0,1
Howe,Roger T.,EE105 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,1,0,2,8,25,22
Smith,John Stephen,EE117 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,0,0,4,3,3
Gustafson,Ture K.,EE118 Spring 2002,Rate the overall teaching effectiveness of this instructor,1,0,3,1,7,0,0
Bokor,Jeffrey,EE119 Spring 2002,Rate the overall teaching effectiveness of this instructor,1,0,0,4,2,1,7
Varaiya,Pravin,EE120 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,1,3,9,19,21,11
Anantharam,Venkat,EE121 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,0,0,5,9,1
Fall,Kevin,EE122 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,4,2,6,4,7,0
Walrand,Jean,EE122 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,2,1,10,16,5,1
Sahai,Anant,EE126 Spring 2002,Rate the overall teaching effectiveness of this instructor,1,3,4,2,8,2,1
Chua,Leon O.,EE129 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,1,2,5,9,6,0
Subramanian,Vivek,EE130 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,0,5,7,18,14
Graves,David B.,EE133 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,0,4,1,2,3
Pister,Kristofer,EE140 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,1,0,1,7,13,14
Rabaey,Jan,EE141 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,0,4,10,17,7
Vladimirescu,Andrei,EE141 Spring 2002,Rate the overall teaching effectiveness of this instructor,2,6,4,14,5,2,2
Meyer,Robert G.,EE142 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,0,0,3,8,19
Neureuther,Andrew R.,EE143 Spring 2002,Rate the overall teaching effectiveness of this instructor,1,3,1,7,12,7,2
Majumdar,Sharmila,EE145B Spring 2002,Rate the overall teaching effectiveness of this instructor,1,2,2,4,0,1,0
Saloner,David,EE145B Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,2,3,3,2,0
Derenzo,Stephen E.,EE145M Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,0,2,2,2,3
Fearing,Ronald,EE192 Spring 2002,Rate the overall teaching effectiveness of this instructor,1,0,0,1,2,6,4
White,Richard M.,EE1 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,1,2,0,4,2,0
El Ghaoui,Laurent,EE20N Spring 2002,Rate the overall teaching effectiveness of this instructor,2,4,11,19,14,5,1
Attwood,David T.,EE213 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,0,1,1,3,2
Kuehlmann,Andreas,EE219B Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,1,0,5,4,2
Chua,Leon O.,EE220 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,0,0,3,2,1
Simic,Slobodan,EE222 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,0,0,3,5,2
Tse,David,EE224A Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,0,2,2,4,11
Ramchandran,Kannan,EE225A Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,1,5,4,5,2
Gustafson,Ture K.,EE230 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,2,1,2,2,1,0
Chan,Mansun,EE231 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,1,1,6,2,7
Boser,Bernhard,EE240 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,0,2,8,7,0
Nikolic,Borivoje,EE241 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,1,3,7,3,1
Niknejad,Ali,EE242 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,0,0,0,3,2
Cheung,Nathan W.,EE243 Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,1,0,2,8,5
Pisano,Albert,EE246 Spring 2002,Rate the overall teaching effectiveness of this instructor,1,0,0,2,1,1,3
Sitti,Metin,EE290G Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,2,1,4,6,2
Lee,Edward A.,EE290N Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,0,0,3,8,7
Kirsch,Christoph,EE290O Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,0,2,3,5,2
Anantharam,Venkat,EE290S Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,1,0,3,3,1
Zakhor,Avideh,EE290T Spring 2002,Rate the overall teaching effectiveness of this instructor,0,0,0,1,0,3,2
Koo,John,EE291E Spring 2002,Rate the overall teaching effectiveness of this instructor,0,1,0,4,4,2,1
Neureuther,Andrew R.,EE298 Spring 2002 Section 10,Rate the overall teaching effectiveness of this instructor,0,0,0,0,2,3,3
Verboncouer,John,EE298 Spring 2002 Section 33,Rate the overall teaching effectiveness of this instructor,0,0,0,0,0,1,0
Sanders,Seth,EE40 Spring 2002,Rate the overall teaching effectiveness of this instructor,1,3,13,19,29,16,3
White,Richard M.,EE42 Spring 2002,Rate the overall teaching effectiveness of this instructor,3,12,16,3,1,4,0
White,Richard M.,EE1 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,1,8,3,5,1,1
Lee,Edward A.,EE20N Fall 2001,Rate the overall teaching effectiveness of this instructor,0,1,4,14,37,55,38
Bokor,Jeffrey,EE24 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,0,1,4,12,1
Oldham,William G.,EE40 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,2,5,20,32,49,11
Neureuther,Andrew R.,EE42 Fall 2001,Rate the overall teaching effectiveness of this instructor,3,7,15,19,15,6,2
Morse,Edward,EE100 Fall 2001,Rate the overall teaching effectiveness of this instructor,1,3,8,21,17,11,2
Howe,Roger T.,EE105 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,2,0,2,15,38,30
Gustafson,Ture K.,EE117 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,1,0,1,0,0,0
Fearing,Ronald,EE120 Fall 2001,Rate the overall teaching effectiveness of this instructor,1,0,2,7,13,20,24
Stoica,Ion,EE122 Fall 2001,Rate the overall teaching effectiveness of this instructor,5,6,4,6,8,4,1
Zakhor,Avideh,EE123 Fall 2001,Rate the overall teaching effectiveness of this instructor,3,1,1,5,10,9,9
Tendick,Frank,EE125 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,1,3,5,3,2
Anantharam,Venkat,EE126 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,1,0,4,11,9,6
Hsu,Ping,EE128 Fall 2001,Rate the overall teaching effectiveness of this instructor,1,2,2,2,5,7,1
King Liu,Tsu-Jae,EE130 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,0,2,12,13,17
Sanders,Seth,EE140 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,1,3,14,10,10
Nikolic,Borivoje,EE141 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,1,3,9,14,4,0
Cheung,Nathan W.,EE143 Fall 2001,Rate the overall teaching effectiveness of this instructor,1,0,4,5,6,12,8
Derenzo,Stephen E.,EE145L Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,0,1,4,7,5
Welch,William J.,EE210 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,1,2,6,1,1
Sastry,S. Shankar,EE221A Fall 2001,Rate the overall teaching effectiveness of this instructor,0,1,2,3,10,9,6
Tse,David,EE226A Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,0,0,9,13,15
El Ghaoui,Laurent,EE227A Fall 2001,Rate the overall teaching effectiveness of this instructor,1,0,0,2,2,5,4
Smith,John Stephen,EE236A Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,0,0,2,3,1
Keutzer,Kurt,EE244 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,2,2,6,5,1
Pister,Kristofer,EE245 Fall 2001,Rate the overall teaching effectiveness of this instructor,1,0,2,3,13,12,10
Sangiovanni-Vincentelli,Alberto L.,EE249 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,0,1,4,6,7
Bokor,Jeffrey,EE290F Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,1,2,1,10,2
Chang-Hasnain,Constance,EE290Q Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,0,0,2,4,2
Nikolic,Borivoje,EE298 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,0,0,0,2,2
Garcia,Dan,CS3 Fall 2001,Rate the overall teaching effectiveness of this instructor,1,0,6,9,26,63,66
Harvey,Brian K.,CS61A Fall 2001,Rate the overall teaching effectiveness of this instructor,1,0,2,8,32,75,96
Hilfinger,Paul,CS61B Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,2,10,19,21,12
Garcia,Dan,CS61C Fall 2001,Rate the overall teaching effectiveness of this instructor,1,0,2,7,23,61,67
Patterson,David A.,CS61C Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,0,3,11,60,88
Wagner,David,CS70 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,0,1,2,19,8
Subramanian,Vivek,CS150 Fall 2001,Rate the overall teaching effectiveness of this instructor,2,0,3,5,8,13,6
Kubiatowicz,John,CS152 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,1,0,2,4,16
Canny,John,CS160 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,5,3,4,3,2,0
Smith,Alan J.,CS162 Fall 2001,Rate the overall teaching effectiveness of this instructor,10,10,15,15,14,12,3
Fateman,Richard J.,CS164 Fall 2001,Rate the overall teaching effectiveness of this instructor,1,1,3,5,11,11,3
Tygar,Doug,CS169 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,2,3,4,12,7
Trevisan,Luca,CS170 Fall 2001,Rate the overall teaching effectiveness of this instructor,3,10,15,22,27,23,10
Van Dam,Wim,CS172 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,1,0,2,5,11,3
Barsky,Brian,CS184 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,1,1,11,25,25,9
Franklin,Michael,CS186 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,1,11,32,22,10
Wilensky,Robert,CS188 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,2,1,6,14,15,5
Harvey,Brian K.,CS195 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,0,2,0,6,5
Hellerstein,Joseph,CS262A Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,1,3,6,13,6
Joseph,Anthony D.,CS262A Fall 2001,Rate the overall teaching effectiveness of this instructor,0,1,5,4,8,9,2
Necula,George,CS263 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,0,1,8,9,2
Yelick,Katherine A.,CS267 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,1,5,5,9,1
Rao,Satish,CS270 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,1,5,7,9,3,0
Sinclair,Alistair,CS271 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,2,0,4,10,7
Russell,Stuart,CS289 Fall 2001,Rate the overall teaching effectiveness of this instructor,0,0,0,1,1,4,4
Aiken,Alexander,CS294 Fall 2001 Section 1,Rate the overall teaching effectiveness of this instructor,0,0,0,0,1,8,7
Landay,James A.,CS294 Fall 2001 Section 2,Rate the overall teaching effectiveness of this instructor,0,1,0,3,3,6,4
Forsyth,David,CS294 Fall 2001 Section 3,Rate the overall teaching effectiveness of this instructor,0,0,0,0,4,12,4
O'brien,James,CS294 Fall 2001 Section 3,Rate the overall teaching effectiveness of this instructor,0,0,0,1,8,10,2
Patterson,David A.,CS294 Fall 2001 Section 4,Rate the overall teaching effectiveness of this instructor,0,0,0,0,1,4,3
Bartlett,Peter,CS294 Fall 2001 Section 5,Rate the overall teaching effectiveness of this instructor,0,0,2,3,4,1,0
Cristianini,Nello,CS294 Fall 2001 Section 5,Rate the overall teaching effectiveness of this instructor,0,0,0,6,2,4,1
Doering,Roger,EE1 Spring 2001,Rate the overall teaching effectiveness of this instructor,1,1,1,2,1,4,1
White,Richard M.,EE1 Spring 2001,Rate the overall teaching effectiveness of this instructor,0,1,1,1,3,3,2
Morse,Edward,EE100 Spring 2001,Rate the overall teaching effectiveness of this instructor,5,7,8,15,13,7,6
Neureuther,Andrew R.,EE105 Spring 2001,Rate the overall teaching effectiveness of this instructor,0,7,4,13,10,3,0
Sanders,Seth,EE113 Spring 2001,Rate the overall teaching effectiveness of this instructor,0,0,0,0,0,3,0
Lieberman,Michael A.,EE117 Spring 2001,Rate the overall teaching effectiveness of this instructor,0,0,0,0,3,9,7
Gustafson,Ture K.,EE118 Spring 2001,Rate the overall teaching effectiveness of this instructor,0,5,5,1,6,4,2
Smith,John Stephen,EE119 Spring 2001,Rate the overall teaching effectiveness of this instructor,0,0,0,1,1,6,2
Lau,Kam Y.,EE120 Spring 2001,Rate the overall teaching effectiveness of this instructor,0,0,1,7,16,31,22
Anantharam,Venkat,EE121 Spring 2001,Rate the overall teaching effectiveness of this instructor,0,0,2,4,6,4,0
Walrand,Jean,EE122 Spring 2001,Rate the overall teaching effectiveness of this instructor,8,16,17,19,14,0,0
Cavusoglu,Murat Cenk,EE125 Spring 2001,Rate the overall teaching effectiveness of this instructor,0,0,0,3,4,3,0
Tendick,Frank,EE125 Spring 2001,Rate the overall teaching effectiveness of this instructor,0,0,0,0,3,5,2
Walrand,Jean,EE126 Spring 2001,Rate the overall teaching effectiveness of this instructor,0,3,5,7,7,8,2
Chua,Leon O.,EE129 Spring 2001,Rate the overall teaching effectiveness of this instructor,0,1,1,3,5,5,2
Subramanian,Vivek,EE130 Spring 2001,Rate the overall teaching effectiveness of this instructor,0,0,0,1,7,7,12
Graves,David B.,EE133 Spring 2001,Rate the overall teaching effectiveness of this instructor,0,0,0,1,2,0,1
Pister,Kristofer,EE140 Spring 2001,Rate the overall teaching effectiveness of this instructor,0,0,1,2,6,6,1
Vladimirescu,Andrei,EE141 Spring 2001,Rate the overall teaching effectiveness of this instructor,5,6,8,5,6,3,0
Cheung,Nathan W.,EE143 Spring 2001,Rate the overall teaching effectiveness of this instructor,0,1,1,5,10,18,5
Majumdar,Sharmila,EE145B Spring 2001,Rate the overall teaching effectiveness of this instructor,0,1,1,4,1,5,0
Saloner,David,EE145B Spring 2001,Rate the overall teaching effectiveness of this instructor,1,1,1,3,2,2,0
