CHINESE1A,Elementary Chinese,Chen-hui Tsai
CHINESE1A,Elementary Chinese,Chen-hui Tsai
CHINESE1A,Elementary Chinese,Chen-hui Tsai
CHINESE1A,Elementary Chinese,Chen-hui Tsai
CHINESE1A,Elementary Chinese,Chen-hui Tsai
CHINESE1A,Elementary Chinese,Chen-hui Tsai
CHINESE1A,Elementary Chinese,Chen-hui Tsai
CHINESE1A,Elementary Chinese,Chen-hui Tsai
CHINESE1X,Elem Chinese Mandar,Li Liu
CHINESE1X,Elem Chinese Mandar,Li Liu
CHINESE1Y,Elem Chinese Dialec,Hsinyu Lin
CHINESE1Y,Elem Chinese Dialec,Hsinyu Lin
CHINESE1Y,Elem Chinese Dialec,Hsinyu Lin
CHINESE7A,Premod Chinese Lit,Paula M. Varsano
CHINESE10A,Inter Chinese,Xianghua Wu
CHINESE10A,Inter Chinese,Xianghua Wu
CHINESE10A,Inter Chinese,Xianghua Wu
CHINESE100A,Advanced Chinese,Lihua Zhang
CHINESE100XA,Adv Chinese Mandar,Chunhong Xie
CHINESE100XA,Adv Chinese Mandar,Chunhong Xie
CHINESE100YA,Adv Chinese Dialect,Chunhong Xie
CHINESE102,4th Yr Read-Soc/His,I-Hao Li
CHINESE102,4th Yr Read-Soc/His,I-Hao Li
CHINESE110A,Literary Chinese,Paula M. Varsano
CHINESE111,Fifth-Yr: Adv Texts,I-Hao Li
CHINESE153,Reading Taiwan,Lanchih Po
CHINESE156,Modern Chinese Lit,Andrew F Jones
CHINESE172,Contemporary Cinema,Weihong Bao
CHINESE186,Confucius & Int,Mark A. Csikszentmihalyi
CHMENG40,Intro Ch E Design,Marjorie Went
CHMENG140,Chem Proc Analysis,David B Graves
CHMENG140,Chem Proc Analysis,Jeffrey A Reimer
CHMENG142,Chem Kin React Eng,Alexander Katz
CHMENG143,Comp Methods,Ali Mesbah
CHMENG143,Comp Methods,Ravindra S. Upadhye
CHMENG150B,Trans & Separa,Alexis T Bell
CHMENG154,Chem Eng Laboratory,Markita Landry
CHMENG160,Chem Process Design,P. Henrik Wallman
CHMENG162,Dyn Contr Chem Proc,Nitash P Balsara
CHMENG170A,Biochemical Engin,Wenjun Zhang
CHMENG176,Electrochem Process,Bryan David Mccloskey
CHMENGC178,Polymer Sci & Tech,Susan J Muller
CHMENG179,Solid State Devices,Roya Maboudian
CHMENG180,Chem Eng Economics,Gregory R Schoofs
CHMENG185,Tech Communication,Marjorie Went
CIVENGC30,Intro Solid Mechncs,Tarek I Zohdi
CIVENGC30,Intro Solid Mechncs,Shaofan Li
CIVENG60,Civil Engrg Matls,Paulo J Monteiro
CIVENG70,Engineering Geology,Steven D Glaser
CIVENG92,Intr Civil Env Engr,James W III Rector
CIVENG93,Engrg Data Analysis,Mark Hansen
CIVENG100,Elem Fluid Mechanic,Evan A. Variano
CIVENG105,Env Fluid Mech Des,Sally E Thompson
CIVENG105,Env Fluid Mech Des,Sally E Thompson
CIVENG111,Environmental Engin,Kara L Nelson
CIVENG111L,Wat & Air Qual,Kara L Nelson
CIVENG115,Water Chemistry,David L Sedlak
CIVENG121,Adv Struct Analysis,Filippos Filippou
CIVENG122N,Design Steel Struct,Abolhassan Astaneh-Asl
CIVENG165,Concrete Mat/Cons,Paulo J Monteiro
CIVENG167,Eng Project Mgmt,Iris D Tommelein
CIVENG175,Geot Geoenv Engrg,Jonathan D Bray
CIVENGC178,Applied Geophysics,James W III Rector
CIVENG186,Cyb Phys Design,Scott J. Moura
CIVENG191,Cee System Analysis,Alexandre M. Bayen
CIVENG192,Art/Sci Of Practice,Robert A Harley
CLASSIC10A,Intro Greek Civ,Mark Griffith
CLASSIC17A,Elem Greek Arch,Kim S. Shelton
CLASSIC36,Greek Philosophy,Sara Magrin
CLASSICR44,Roots Western Civ,Trevor M Murphy
CLASSICR44,Roots Western Civ,Giovanni R F Ferrari
CLASSIC130,Topics: Roman Mummy Portraits,Christopher H. Hallett
CLASSIC130,Topics,Trevor M Murphy
CLASSIC163,Topic Greek Philos,Sara Magrin
COGSCI1,Intro To Cogsci,Terrance Philip Regier
COGSCIC100,Issues In Cognition,Tania Lombrozo
COGSCIC127,Cognitive Neurosci,Richard Ivry
COGSCI131,Comp Models Of Cog,Thomas Griffiths
COLWRITW1,Grm&Vocab Writ Engl,Margi Wald
COMLITR1A,Engl Comp World Lit,Victoria Kahn
COMLITR1A,Engl Comp World Lit,Victoria Kahn
COMLITR1A,Engl Comp World Lit,Victoria Kahn
COMLITR1A,Engl Comp World Lit,Victoria Kahn
COMLITR1B,Engl Comp World Lit,Victoria Kahn
COMLITR1B,Engl Comp World Lit,Victoria Kahn
COMLITR1B,Engl Comp World Lit,Victoria Kahn
COMLITR1B,Engl Comp World Lit,Victoria Kahn
COMLITR1B,Engl Comp World Lit,Victoria Kahn
COMLITR1B,Engl Comp World Lit,Victoria Kahn
COMLITR1B,Engl Comp World Lit,Victoria Kahn
COMLITR1B,Engl Comp World Lit,Victoria Kahn
COMLITR1B,Engl Comp World Lit,Victoria Kahn
COMLITR1B,Engl Comp World Lit,Victoria Kahn
COMLITR1B,Engl Comp World Lit,Victoria Kahn
COMLIT20,Literary Cultures,Michael Lucey
COMLIT100,Intro To Comp Lit,Leslie V Kurke
COMLIT100,Intro To Comp Lit,Anne Nesbet
COMLIT112A,Mod Greek Lang Comp,Marie Kotzamanidou Menke
COMLIT155,The Modern Period,Harsha Ram
COMLIT171,Modern Greek Lit,Marie Kotzamanidou Menke
COMLIT190,Senior Seminar,Judith P Butler
COMLIT190,Senior Seminar,Anne-Lise Francois
COMPSCI10,Beauty Joy Computng,Daniel D Garcia
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61A,Str Interp Cmp Prgs,John S. DeNero
COMPSCI61B,Data Structures,Joshua A. Hug
COMPSCI61B,Data Structures,Joshua A. Hug
COMPSCI61B,Data Structures,Joshua A. Hug
COMPSCI61B,Data Structures,Joshua A. Hug
COMPSCI61B,Data Structures,Joshua A. Hug
COMPSCI61B,Data Structures,Joshua A. Hug
COMPSCI61B,Data Structures,Joshua A. Hug
COMPSCI61B,Data Structures,Joshua A. Hug
COMPSCI61B,Data Structures,Joshua A. Hug
COMPSCI61B,Data Structures,Joshua A. Hug
COMPSCI61B,Data Structures,Joshua A. Hug
COMPSCI61B,Data Structures,Joshua A. Hug
COMPSCI61B,Data Structures,Joshua A. Hug
COMPSCI61B,Data Structures,Joshua A. Hug
COMPSCI61B,Data Structures,Joshua A. Hug
COMPSCI61B,Data Structures,Joshua A. Hug
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI61C,Machine Structures,Bernhard E Boser
COMPSCI70,Discrete Math&Prob,Jean C Walrand
COMPSCI152,Comp Arch & Eng,John Wawrzynek
COMPSCI160,User Interfaces,Bjorn Hartmann
COMPSCI161,Computer Security,Raluca Ada Popa
COMPSCI162,Op Sys And Sys Prog,Anthony D Joseph
COMPSCI162,Op Sys And Sys Prog,Anthony D Joseph
COMPSCI162,Op Sys And Sys Prog,Anthony D Joseph
COMPSCI162,Op Sys And Sys Prog,Anthony D Joseph
COMPSCI162,Op Sys And Sys Prog,Anthony D Joseph
COMPSCI162,Op Sys And Sys Prog,Anthony D Joseph
COMPSCI162,Op Sys And Sys Prog,Anthony D Joseph
COMPSCI162,Op Sys And Sys Prog,Anthony D Joseph
COMPSCI162,Op Sys And Sys Prog,Anthony D Joseph
COMPSCI164,Prog Lang And Comp,Paul N Hilfinger
COMPSCI168,Internet Arch,Scott J Shenker
COMPSCI168,Internet Arch,Sylvia Ratnasamy
COMPSCI169,Software Engineer,Armando Fox
COMPSCI170,Intro Cs Theory,Luca Trevisan
COMPSCI170,Intro Cs Theory,Christos H Papadimitriou
COMPSCI176,Algo For Comp Bio,Nir Yosef
COMPSCI189,Intro Machine Learn,Jitendra Malik
COMPSCI189,Intro Machine Learn,Benjamin Recht
COMPSCI194,Special Topics,Alexei Efros
COMPSCI194,Special Topics,Jonathan Richard Bachrach
COMPSCI195,Social Implic Comp,Joshua A. Hug
CUNEIF100A,Elementary Akkadian,Laurie E. Pearce
CUNEIF101A,Sel/Read Akkadian,Laurie E. Pearce
CUNEIF103A,Sel/Read Sumerian,Nicolaas CHRISTIAAN Veldhuis
CYPLAN113B,Commty & Econ Dev,Sara Hinkley
CYPLAN119,Plng Sustainability,Charisma S. Acey
CYPLAN140,Citybldg/Placemkg,Elizabeth S. Macdonald
CZECH26A,Intro Czech,Ellen R Langer
CZECH116A,Cont Czech,Ellen R Langer
DANISH1A,Beginning Danish,Karen Moller
DEMOG110,Population Analysis,Robert E. Chung
DEVSTD150,Adv Study Dev Study: Globalization,Clare Talwalker
DEVSTD150,Adv Study Dev Study,Tiffany L. Page
DUTCH1,Elem Dutch,Ireen Esmee Van Der Hoeven
DUTCH1,Elem Dutch,Ireen Esmee Van Der Hoeven
DUTCH110,Advanced Dutch,Ireen Esmee Van Der Hoeven
DUTCH171AC,New Netherland,Jeroen Dewulf
EALANGC50,Intro To Buddhism,Robert H. Sharf
EALANGC120,Buddhsm-Silk Road,Sanjyot Mehendale
EALANG181,Ea Film: Genre,Daniel Cuong O'Neill
ECON1,Intro To Economics,Martha L Olney
ECONC3,Intro To Env Econ,Peter Berck
ECON100A,Micro Analysis,Calanit Kamala
ECON100B,Macro Analysis,Steven A Wood
ECON101A,Econ Theory--Micro,Cecile Gaubert
ECON101B,Econ Theory--Macro,Benjamin Berthold Schoefer
ECONC102,Nat Res Econ,Larry S Karp
ECONC103,Intro Math Economic,Haluk I. Ergin
ECON105,Hist Econ Thought,Joseph W. H. Lough
ECON115,20th Cen World Econ,Calanit Kamala
ECON119,Psych And Econ,Raymond J Hawkins
ECON121,Ind Org & Pub P,Kei Kawai
ECON131,Public Economics,Danny F Yagan
ECON136,Financial Economics,Raymond J Hawkins
ECON140,Econometrics,Evgeniya A Duzhak
ECON141,Econometric Analys,James L Powell
ECONC142,Appl Metric/Pub Pol,David E Card
ECON155,Urban Econ,Patrick M. Kline
ECON162,Chinese Economy,Gerard R Roland
ECONC171,Economic Develop,Aprajit Mahajan
ECONC181,International Trade,Thibault Fally
ECON182,Intl Monet Econ,Galina Borisova Hale
ECON191,Topic Econ Research,Barry J Eichengreen
EDUC52AC,Lang In Society,Anthony A Mirabelli
EDUC130,Know Learn Math Sci,Edward Ham
EDUC140AC,Liter:Ind & Soc Dev,Glynda A. Hull
EDUCC148,Educ And Intl Dev,Erin Murphy-Graham
EDUC158,Teach Reading K-8,Anne E Cunningham Carson
EDUC161,Digital Learning En,Zachary A Pardos
EDUC186AC,The Southern Border,Harley S Shaiken
EDUC188,Latinas/Os And Ed,Sahara P. Baquedano-Lopez
EDUC190AC,Critical Studies,Glynda A. Hull
EDUC190AC,Critical Studies,Glynda A. Hull
EDUC190AC,Critical Studies,Glynda A. Hull
EDUC190AC,Critical Studies,Glynda A. Hull
EECS149,Intro Embedded Syst,Edward A Lee
EECS151,Intro Dig Inte Cir,Borivoje Nikolic
EECS151,Intro Dig Inte Cir,Jan M Rabaey
EGYPT101A,Intermed Egyptian,Barbara Richter
ELENG16A,Design Info Dev I,Babak Ayazifar
ELENG16A,Design Info Dev I,Vladimir M. Stojanovic
ELENG16B,Design Info Dev Ii,Murat Arcak
ELENG16B,Design Info Dev Ii,Michel Martin Maharbiz
ELENG105,Micro Dev & Cir,Ali M Niknejad
ELENGC106A,Intro To Robotics,Sosale Shankar Sastry
ELENGC106A,Intro To Robotics,Ruzena Bajcsy
ELENG118,Intro Optical Eng,Laura Waller
ELENG120,Signals And Systems,Ronald S Fearing
ELENG126,Prob & Random P,Avideh Zakhor
ELENGC128,Feedback Cntrl Sys,Seth R Sanders
ELENG130,Ic Devices,Ali Javey
ELENG137A,Elec Power Systems,Alexandra Von Meier
ELENG140,Lin Integ Circ,Rikky Muller
ELENG143,Microfab Tech,Clark Tu-Cuong Nguyen
ELENG144,Fun Algo Sys Design,Stavros Trypakis
ELENG144,Fun Algo Sys Design,Jaijeet Shankar Roychowdhury
ELENGC145B,Med Img Sig & S,Steven Conolly
ELENG147,Microelectromec Sys,Kristofer S J Pister
ENERES180,Ecol Econ History,Jalel Marti Sager
ENGIN7,Intr Computer Prog,Mohammad-reza Alam
ENGIN25,Vis For Des,George Anwar
ENGIN26,3 Dimen Mod Des,Kourosh Ken Youssefi
ENGIN27,Intro Manfctrng Tol,Hayden Kingsley Taylor
ENGIN27,Intro Manfctrng Tol,David A Dornfeld
ENGIN45,Prop Of Matls,Lane W. Martin
ENGIN92,Perspectin Engin,Matthew P Sherburne
ENGIN115,Eng Thermodynamics,Kristin A. Persson
ENGIN117,Meth Engr Analysis,Stephen J Morris
ENGIN128,Adv Engr Des Graph,Dennis Kenmon Lieu
ENGLISHR1A,Reading And Comp,Alexander Catchings
ENGLISHR1A,Reading And Comp,Hannah Ehrlinspiel
ENGLISHR1A,Reading And Comp,Atti Viragh
ENGLISHR1A,Reading And Comp,Katherine I Bondy
ENGLISHR1A,Reading And Comp,Brandon S Callender
ENGLISHR1A,Reading And Comp,Shokoofeh Rajabzadeh
ENGLISHR1A,Reading And Comp,Raphael Magarik
ENGLISHR1B,Reading And Comp,Edward S Alexander
ENGLISHR1B,Reading And Comp,Aristides Dimitriou
ENGLISHR1B,Reading And Comp,Kathryn Fleishman
ENGLISHR1B,Reading And Comp,Aileen Liu
ENGLISHR1B,Reading And Comp,Evan Klavon
ENGLISHR1B,Reading And Comp,Lucy Sirianni
ENGLISHR1B,Reading And Comp,Mark Scott
ENGLISHR1B,Reading And Comp,Jose Juan Villagrana
ENGLISHR1B,Reading And Comp,Allison Neal
ENGLISHR1B,Reading And Comp,Diana Catherine Wise
ENGLISH31AC,Lit Amer Cultures,Nadia D. Ellis
ENGLISH45A,Lit In English,Steven Justice
ENGLISH45A,Lit In English,Katherine O'Brien O'Keeffe
ENGLISH45B,Lit In English,Janet Linda Sorensen
ENGLISH45B,Lit In English,Charles Daniel Blanton
